feature_id,explanation
198,"Periods ending sentences in repetitive narrative structures starting with ""there was a""."
200,"The verb ""said"" in dialogue, typically following a noun or pronoun."
203,"The colon token in ""Dialogue Summary"" metadata context."
204,"The pronoun ""her"" in contexts involving emotions, actions, or interactions directed towards a female character."
207,Specific nouns or times associated with distinct imagery or sensory experiences.
208,"The token ""DEPLOY"" in stylized or segmented text format."
209,"The token ""Let"" in direct speech initiating a collaborative or action-oriented suggestion."
212,"The word ""brave,"" often describing a character's courageous actions or traits in a narrative context."
215,"The token ""decided"" in narratives describing a character's choice or action following ""One day""."
216,"Periods following phrases about happiness, living positively, or friendship."
217,"The token ""promise"" referring to a commitment or assurance, often in emotive or descriptive contexts."
218,"The token ""even"" in contexts emphasizing contrast or exception."
219,"The word ""rain"" describing precipitation events, often paired with verbs indicating its onset or intensity."
220,"The word ""angry"" describing an emotional reaction to a specific event or interaction."
223,"Tokens in the opening lines of traditional storytelling, often with ""Once"" or ""Once upon a time""."
226,"The token ""today"" in contexts involving direct speech, storytelling, or descriptions of events."
227,"The tokens ""arrived"" or ""there"" following ""When"" in a narrative context."
229,Prepositions linking objects or spaces in descriptive contexts.
231,"The preposition ""by"" indicating the means or method of achieving an action."
233,"Coordinating conjunctions ""and"" or ""but"" linking descriptions of people or animals with positive or neutral traits."
241,"The token ""keep"" used in contexts of perseverance or maintaining effort."
244,"The adjective ""little"" describing familial relationships, particularly siblings or companions."
245,Concrete nouns paired with dynamic verbs suggesting action or transformation.
246,"Adjectives describing contrasting qualities or states, often paired with nouns denoting objects or concepts."
247,"Tokens introducing or referring to names, especially ""named,"" ""called,"" and ""was."""
249,Adjectives conveying positive qualities like wealth or compassion.
251,"The token ""forest"" in contexts describing walking or adventure."
257,"The word ""with"" indicating accompaniment or assistance in an action or context."
259,"The possessive pronoun ""its"" referring to an object's or animal's attribute or location."
260,"Tokens ""swings"" or ""swing"" in contexts describing playground activities."
261,"The token ""�"" within dialogue sentences typically following exclamations or emotional responses."
262,"The indefinite article ""a"" introducing a named character or entity in storytelling contexts."
264,"The token ""store"" in contexts describing visits to a store, often with family members."
269,"The indefinite article ""a"" following verbs indicating actions or decisions."
276,"Nouns representing large physical structures or objects often introduced with ""big"" or ""huge."""
277,Tokens associated with emotional or sensory experiences in narrative or dialogue contexts.
281,"The token ""Story"" at the start of text, often introducing narrative or storytelling."
284,"Verbs describing emotional distress or expressive actions, especially ""crying""."
288,"The word ""cold"" in diverse contexts involving descriptive or narrative scenarios."
290,Names of children in narrative contexts.
294,"The token ""where"" in sentences describing a location or context for an action or possession."
295,"Words expressing personal actions or preferences often involving ""she"" or ""that"" in narrative contexts."
297,"The token ""came"" describing a subject approaching or joining a scene in narrative contexts."
298,"The conjunction ""and"" connecting two sequential physical actions."
299,Verbs describing actions or states involving a mom in narrative contexts.
302,"The token ""bird"" in descriptions of small birds, often with adjectives like ""little"" or ""pretty""."
304,"The word ""explore"" following ""loved to"" or ""liked to"" in positive, adventurous contexts."
307,"The word ""when"" used to introduce a dependent clause describing a temporal or causal relationship."
308,Adjectives describing unique or notable traits of animals or individuals in storytelling contexts.
311,"The verb ""tried"" in contexts of effort or attempting actions."
312,"Tokens ""beach"" or ""vacation"" in contexts involving family trips or outings."
313,"The token ""haircut"" in contexts describing receiving or needing a haircut."
314,"Tokens in dialogue with foreshadowing or moral value themes, often paired with descriptive adjectives."
316,Adjectives with dramatic or descriptive qualities in storytelling contexts.
317,"The token ""wallet"" in contexts related to possession or actions involving it."
319,"The verb ""loved"" used in positive, personal contexts."
321,"Past participle ""been"" indicating completed actions or states."
322,"The token ""Mom"" used in direct reference within narrative or dialogue contexts."
326,Verbs expressing deliberate actions or decisions with positive or helpful intent.
327,"The token ""they"" in collaborative or reconciliatory actions."
328,"Coordinating conjunction ""but"" signaling contrast or exception in a sentence."
330,"The token ""shadow"" in contexts related to foreshadowing narrative elements like conflict, dialogue, or moral values."
331,"The token ""Tim"" in narrative summaries or sentences describing actions or emotions."
332,"Body parts like mouth, face, nose, hands, and head in descriptive or sensory contexts."
333,"The verb ""want"" in negative constructions expressing reluctance or refusal."
336,The colon punctuation mark used to introduce lists or explanations.
339,"The quantifier ""many"" when describing a variety of objects or items."
340,"Prepositions ""in"" or ""with"" in contexts of positive emotion or vivid sensory experiences."
342,"The token ""n't"" in contractions expressing inability or negation."
343,"The verb ""told"" in contexts of parental or authoritative communication."
344,"The word ""lived"" in storytelling phrases often beginning with ""Once upon a time."""
347,"The token ""join"" or ""joined"" in contexts of social or collaborative participation."
352,"The preposition ""in"" used in the context of placing objects into containers or locations."
353,"The article ""A"" at the beginning of summaries describing characters or objects in simple narrative contexts."
354,"Verbs ""says"" or ""said"" following a character's name in dialogue contexts."
356,Tokens describing nostalgic or sentimental imagery paired with simple emotional expressions.
359,"The indefinite article ""A"" at the beginning of a summary sentence."
361,Pronouns initiating actions involving objects on the ground or floor.
362,"The adjective ""red"" describing large objects."
363,"The token ""draw"" in contexts involving artistic activities, especially with crayons or similar materials."
364,"Action-oriented verbs indicating movement or purpose, like ""to"" and ""get,"" especially in caregiving contexts."
366,"Adjectives describing emotional or personality traits, often in contrasting or unexpected contexts."
367,"The token ""with"" in the context of playing and interacting with toys or friends."
369,"Tokens representing edible plant items, particularly tomatoes and potatoes, in culinary or descriptive contexts."
370,"The word ""voice"" in contexts where it is heard or described as sudden or notable."
373,"The names ""Sarah"" and ""Jack"" in narrative contexts, often involving daily or episodic events."
374,"The verb ""asked"" in sentences involving dialogue or direct questioning."
375,"Reflexive pronouns ""himself"" or ""herself"" used after ""by"" in contexts emphasizing independence."
378,"The pronoun ""it"" following ""thought"" in sentences expressing subjective judgments or observations."
379,"Tokens indicating an action occurring simultaneously, like ""while"" and ""during""."
381,"The word ""string"" when used as a tangible object in practical or creative contexts."
382,"The word ""always"" describing repeated or habitual actions."
383,"Conjunction ""and"" connecting two entities or verb ""playing"" describing an action in narrative contexts."
384,"Sentences conveying positive emotion or resolution, often concluding a narrative moment."
385,The period concluding sentences in narrative text.
389,"The token ""if"" following an inquiry or request."
391,"The adverb ""too"" indicating excessiveness or intensity in a negative or cautionary context."
392,"The token ""make"" or ""makes"" in contexts describing creating or forming relationships or objects."
393,"The word ""also"" used to indicate additional actions or traits in a narrative."
394,"The pronoun ""her"" when used as an object in actions of showing or telling."
401,"The token ""years"" describing the age of a three-year-old child."
402,"Closing quotation marks following positive, conversational, or reflective statements."
403,"The phrase ""all day"" in repetitive or playful contexts."
405,"Words related to positive personal growth or discovery, like ""lesson,"" ""adventure,"" or ""joy."""
409,"Pronouns, descriptors, or nouns in positive contexts often involving people, objects, or places."
410,"The token ""care"" in phrases involving responsibility or tending to someone or something."
411,"The word ""Twist"" in contexts indicating a dramatic or narrative turn."
414,"The preposition ""for"" introducing a duration or first-time experience."
418,"The demonstrative pronoun ""this"" used to emphasize or describe something specific or notable."
419,"The token ""day"" when preceded by ""One day"" in narrative or storytelling contexts."
421,"Periods ending positive or neutral sentences involving nature, dreams, or personal well-being."
422,"Comma before ""and"" in lists of objects or entities."
423,"Pronouns following ""So"" to indicate subject continuation in narrative sentences."
426,"The verb ""show"" in contexts of sharing or displaying something to someone."
428,"The word ""how"" in contexts related to learning or understanding processes."
429,"The token ""his"" or ""her"" when expressing possession or relationships in casual narrative contexts."
430,Adjectives conveying emotions or character traits in dialogue contexts.
432,"The conjunction ""and"" connecting two sequential actions or observations."
433,"The verbs ""save"" or ""saves"" in contexts of rescue or protection."
434,"The adjective ""curious"" describing a subject's inquisitive state followed by an action or intent."
435,"Adjectives describing large size or magnitude, often following ""was"" and preceding ""and""."
436,"Coordinating conjunctions ""and"" and ""with"" linking people or actions in positive narrative contexts."
438,"Opening quotation marks following ""said"" in direct speech contexts."
439,"The word ""little"" introducing a character in a narrative."
440,"The past-tense verb ""was"" often in emotional or descriptive contexts."
441,"Tokens following verbs with directional or transformative action, often separated by a comma."
446,"The string ""| DE PL"" in contexts resembling metadata or formatting."
448,Comma followed by a direct address or name in dialogue.
451,"The phrase ""turns out to"" in contexts revealing unexpected transformations or discoveries."
452,"The word ""to"" in contexts involving social visits or playful interactions."
454,Nouns indicating locations or tangible objects in positive or inviting contexts.
455,"The token ""was"" in storytelling phrases following ""once upon a time""."
458,"The pronoun ""it"" in contexts describing challenges, difficulties, or undesired characteristics."
460,Temporal adverbs or phrases indicating progression or continuity in a narrative.
462,Positive narrative endings or resolutions in stories.
463,"The indefinite article ""a"" before a discovered or found object in narrative text."
465,"Activation on repetitive padding tokens ""<PAD>""."
466,"The token ""become"" in contexts describing the formation of friendships or bonds between individuals."
467,"The token ""Once"" at the start of narrative storytelling phrases."
468,"Tokens related to the sensory act of smelling, often describing pleasant or specific scents."
469,"The pronoun ""we"" in conversational or speculative contexts."
471,"The token ""friend"" used in contexts indicating close relationships or companionship."
474,"The token ""little"" describing a young entity in narrative summaries."
475,"The token ""way"" in phrases describing movement or travel."
476,"The token ""used"" or ""use"" in contexts involving tools, teamwork, or purposeful actions."
479,"The token ""had"" or ""has"" indicating possession of multiple objects or items."
481,"Intensifier ""so"" preceding emotions or descriptive states."
482,"The token ""would"" in sentences describing habitual or repeated actions."
485,"Tokens in summaries or dialogue often involving names and actions, especially paired with foreshadowing."
487,"The token ""Conflict"" in narrative contexts involving dialogue or story summaries."
488,"Verbs ""scatter"" and ""mix"" related to distribution or combination of elements in creative contexts."
492,"The token ""to"" following a verb expressing desire or intent."
493,"The preposition ""in"" describing a location where an activity is taking place."
496,"The indefinite article ""a"" preceding a noun observed or interacted with in a narrative context."
498,"The token ""hold"" in contexts emphasizing possession, grip, or restraint."
499,"Variants of the verb ""wish"" expressing desires or hopes."
506,"The token ""sand"" in contexts related to beaches, castles, or physical sensations."
507,Words expressing negativity or disapproval in emotional contexts.
508,"The token ""grandma"" in contexts of visiting or interacting with her."
509,"The comma following ""One day"" in storytelling contexts."
510,"The word ""walk"" in the context of someone going for a walk."
511,"The token ""Lily"" as the name of a little girl in a narrative."
513,"Verbs describing recreational or engaging activities, often in the past progressive tense."
518,"The definite article ""the"" preceding a noun describing a nearby or visible object or location."
521,"The token ""was"" introducing descriptions of time, weather, or setting in a narrative context."
523,"The auxiliary verb ""would"" in habitual or repeated actions, often following temporal phrases like ""Every day/morning""."
525,"The word ""safe"" in contexts expressing comfort, security, and positive emotional states."
531,"The adjective ""big"" describing physical objects, creatures, or natural elements in narrative contexts."
532,"The article ""a"" introducing a subject in a narrative, often followed by descriptive or proper nouns."
533,"The indefinite article ""a"" before a noun in descriptive or narrative contexts."
534,"Common conjunctions, punctuation, and introductory words in narrative or dialogue contexts."
542,"The verb ""learns"" in narratives describing character growth or acquiring life lessons."
543,"Tokens related to structured features or summaries, often involving deployment or dialogue contexts."
544,Pronouns referencing specific objects or entities undergoing an action or transformation.
547,"Tokens ""mint"" and ""triangle"" describing specific objects or concepts in imaginative or playful contexts."
548,"Prepositions ""in"" and ""the"" in contexts describing water or aquatic environments."
553,"The token ""enormous"" emphasizing size or scale in descriptive contexts."
554,Coordinating conjunctions in sentences describing unsuccessful attempts or failures.
561,"The comparative word ""more"" emphasizing greater importance, frequency, or enjoyment in positive contexts."
562,"The token ""lots"" used to indicate abundance or a large quantity in a positive context."
563,Tokens linked to uplifting dialogue or actions conveying moral values or positive sentiment.
564,"The verb ""looked"" in contexts describing visual attention or search."
571,"The word ""something"" in contexts of discovery or noticing."
574,Pronouns or proper nouns being observed or interacted with in a visual context.
575,"The token ""weigh"" in contexts related to measurement or evaluation."
578,"The possessive ""'s"" indicating ownership or association."
587,"The token ""But"" introducing a shift or contrast in narrative context."
588,"The token ""until"" in repetitive actions leading to a result or endpoint."
591,Tokens following a comma in descriptive or contrasting contexts.
593,"Tokens describing summaries of simple, wholesome narratives often involving characters and positive actions."
595,"The token ""were"" in sentences describing paired characters engaging in activities or relationships."
596,"The token ""proud"" describing positive emotions tied to personal achievements or self-worth."
597,"The token ""not"" negating a state or quality in descriptive sentences."
598,"The word ""said"" in dialogue attribution within quoted speech."
600,"The token ""climb"" in contexts describing physical ascent or attempting to scale objects."
601,Adjectives describing positive or neutral attributes in storytelling contexts.
605,"The token ""talk"" in contexts involving communication or interaction."
606,"The token ""is"" in direct questions expressing curiosity, often involving identification or clarification."
608,"The token "","" following the phrase ""[name]'s friend"" in sentences introducing a named companion."
611,"Tokens related to ""foreshadowing"" in narrative contexts, often preceding thematic or moral storytelling elements."
612,"The interjection ""Wow"" expressing amazement or admiration in direct speech."
613,"Comma after ""Once upon a time"" in narrative storytelling."
614,"The token ""after"" indicating a sequence following an event or action."
615,"The verb ""help"" used in cooperative or supportive contexts."
616,"The word ""that"" introducing a clause describing or specifying a preceding noun."
617,"The preposition ""at"" introducing a location or time context."
619,"The adverb ""Suddenly"" introducing an abrupt or unexpected event in a narrative."
621,"The phrase ""I HATE YOU"" in dialogue sequences."
622,"The token ""than"" in comparative constructions emphasizing differences in qualities or quantities."
623,"The token ""push"" or its variations in contexts describing physical actions or movement."
627,"The word ""out"" used to describe physical movement or emergence from an enclosed space."
628,"The token ""stay"" in contexts involving decisions or actions about remaining in a location or state."
629,"The token ""princess"" in imaginative or pretend play contexts."
634,"The word ""brilliant"" describing ideas or vivid visual elements like colors and designs."
635,Words related to vehicles or transportation in narrative contexts.
636,"Verbs or nouns linked to actions or objects in positive, exploratory, or safety-related contexts."
637,Emotional or moral lessons in narrative summaries featuring personal growth or interpersonal dynamics.
640,"The word ""small"" describing physical size in a narrative context."
641,"Parental terms ""dad"" or ""daddy"" in familial contexts."
643,Sentence-ending punctuation marks in dialogue or conversational text.
645,"The token ""Every"" when introducing a recurring action tied to a specific time of day."
646,"The token ""Lily"" referring to a character in narrative contexts."
647,"The infinitive marker ""to"" following verbs expressing love or enjoyment of activities."
649,"The indefinite article ""a"" introducing singular nouns in narratives or descriptions."
651,"The token ""sky"" describing the location of celestial or atmospheric phenomena."
652,"The token ""way"" in expressions describing finding paths, often towards home or resolution."
654,"The token ""Value"" in moral context features descriptions."
656,"The token ""listen"" in contexts emphasizing learning or advice from authority figures or caretakers."
657,"The word ""to"" in the phrase ""didn't know what to do,"" expressing indecision or uncertainty."
661,"The token ""never"" in expressions of unfamiliarity or first-time experiences."
663,"The token ""Ben"" in narratives involving children and familial or playful contexts."
664,"Sentences expressing positive actions, emotions, or values often related to care, connection, or courage."
665,"The token ""first"" in contexts describing an inaugural experience or action."
670,"The token ""long"" when describing duration or extent in time or experience."
671,"Tokens in direct dialogue often addressing or referencing ""Mom""."
672,"The word ""sorry"" in contexts expressing regret or apology."
676,"The word ""baby"" referring to young offspring or siblings."
679,"Pronouns ""she"" or ""he"" following a subject indicating someone said something."
680,Verbs indicating movement or action in the context of a narrative about a single day.
682,"Adverb ""quickly"" indicating rapid actions or movements."
684,"The preposition ""under"" describing a physical position or state of hiding or resting."
685,"The preposition ""on"" preceding locations or surfaces."
686,"The verb ""enjoy"" in contexts expressing positive experiences or activities."
687,Comma preceding a clause explaining or elaborating an event or action.
690,"Verbs expressing desire or inability in personal, emotional contexts."
691,"Tokens ""soft"" and ""pillow"" in contexts describing comfort or physical texture."
692,"The token ""year"" in expressions describing the age of young children."
693,"The token ""me"" used in direct speech or describing personal focus/self-reference."
694,"Nouns referring to young humans, such as ""girl,"" ""child,"" or ""pupil,"" in narrative contexts."
695,"The article ""the"" preceding a named animal character."
698,"The pronoun ""them"" referring to objects or entities being acted upon or interacted with."
699,"Nicknames for rabbits or bunnies, often appearing as ""Bun,"" ""Hoppy,"" or ""Hopper."""
702,"The word ""fix"" in contexts involving repair or resolution of problems."
703,"Tokens related to the act of flying, particularly ""fly"" and ""flew""."
706,"Tokens ending with ""ing"" in contexts suggesting negative or ominous outcomes."
708,"The subordinating conjunction ""As"" at the beginning of a clause describing simultaneous actions."
709,"Repeated verbs connected by ""and"" in a rhythmic or iterative action."
710,"Verbs expressing possession or retention followed by ""it""."
712,"The word ""Once"" in the opening phrase of a story."
715,"Adjective ""bossy"" describing assertive or controlling characters in narratives."
716,"The token ""each"" used in the phrase ""each other,"" indicating mutual interaction or relationship."
718,"The indefinite article ""a"" preceding a descriptive adjective or noun."
719,Positive or neutral emotional language within dialogue or narrative context.
720,Nouns representing objects associated with play or transportation.
721,"The token ""is"" following ""but"" in a clause contrasting an outcome or reaction."
722,"The verb ""play"" describing recreational activities, often involving toys or outdoor environments."
725,"The token ""lion"" when referring to a specific lion in narratives or imaginative contexts."
726,"The token ""remembered"" in contexts of recalling specific past events or experiences."
727,"The word ""box"" when referring to a large container, often preceded by ""big""."
728,"The indefinite article ""a"" introducing a location or object in descriptive sentences."
730,Words related to constructing or making physical structures or objects.
731,"The letter ""y"" at the end of a word, often forming a diminutive or playful variation."
732,"Words ""carry"" or ""carrying"" describing the transport or movement of an object."
734,"The contraction ""let's"" used in imperative or invitational sentences."
739,"The token ""Tom"" in narrative contexts involving personal relationships or conflict resolution."
741,Pronouns receiving an object in a giving or gifting context.
742,"The token ""different"" describing variety or distinctiveness among objects, traits, or entities."
743,"Forms of the verb ""take"" in contexts of actions or decisions."
744,"The indefinite article ""a"" introducing a noun in narrative storytelling contexts."
745,"The token ""finds"" or ""found"" in contexts of discovering unique or special objects."
748,The comma preceding direct speech in dialogue.
749,"The token ""my"" in sentences describing actions or attributes related to a character named Tim."
750,"The token ""girl"" describing a young female character in a narrative context."
752,"The token ""no"" in expressions of negation or impossibility."
753,"The token ""kitchen"" in sentences describing familial or cooperative activities."
757,"Past tense auxiliary verbs ""had"" and ""was"" in positive or neutral emotional contexts."
758,"The word ""inside"" describing the location or containment of an object or entity."
759,"The word ""sunny"" in narrative contexts describing a specific day."
761,"The token ""time"" in the phrase ""Once upon a time"" at the start of a narrative."
763,"Transition words marking shifts in narrative focus or time, especially ""day,"" ""then,"" and ""something."""
764,"Pronouns following ""One day,"" introducing a subject in a narrative sentence."
765,"The proper name ""Lily"" in direct speech or dialogue contexts."
766,"The token ""all"" in phrases emphasizing continuous or repetitive actions over a day."
768,"The conjunction ""and"" following the word ""sad"" in emotional or descriptive contexts."
770,"The word ""together"" in contexts emphasizing collaborative actions or shared experiences."
771,"Possessive pronouns indicating ownership or association, especially ""her"" and ""his."""
774,"The contraction ""n't"" in negations within dialogue or narrative contexts."
777,"The word ""as"" in comparative constructions describing speed, height, or carefulness."
778,"Tokens linked to dramatic or emotional dialogue, often involving foreshadowing or narrative conflict."
779,"Comma following ""Once upon a time"" in storytelling contexts."
781,"The verb ""share"" in contexts about learning or deciding to share something with others."
782,"The token ""girl"" describing a specific young female character in a narrative."
783,"The word ""boy"" in the context of introducing a named character in a story."
784,"The token ""Tim"" as the subject of a sentence involving actions or possessions."
788,"Tokens describing or evoking glittering, sparkling, or shiny appearances."
791,"The token ""house"" when preceded by ""a"" and describing a dwelling someone lives in."
794,"The token "","" when separating abstract narrative elements like conflict and moral value."
795,"The verb ""reached"" describing physical motion towards something."
797,"Clothing nouns like ""dress"" and ""shirt"" in contexts describing personal attire."
798,"The token ""ball"" in contexts involving physical interaction like kicking or throwing."
800,"The token ""of"" following a noun describing a material, substance, or collection."
802,The period after a quotation ends and before a new sentence begins.
809,"Verbs describing feelings or actions, especially ""was"" and ""didn’t,"" in emotional or reflective contexts."
810,"The word ""like"" in similes comparing objects or actions."
815,"Verbs ""goes"" or ""makes"" in storytelling contexts describing actions taken by a subject."
816,"The word ""away"" following verbs indicating motion or departure."
817,"Tokens ""drive"" and ""mechanic"" in contexts related to cars or driving scenarios."
821,"The token ""a"" preceding a descriptive adjective, often ""big,"" in contexts of discovery or observation."
822,"The token ""named"" introducing the name of a specific girl."
823,"The token ""Yes"" in direct speech, often affirming or agreeing, typically following a subject said."
825,"The token "","" following narrative features like dialogue, conflict, twist, or foreshadowing."
827,"The contraction ""let's"" initiating a suggestion or invitation in dialogue."
830,"Positive sentiment phrases about friendship, happiness, and kindness in narrative contexts."
831,"The token ""toy"" in the context of a specific object being played with."
832,"The word ""cry"" following ""started to"" or ""began to"" in emotional or distressing contexts."
834,"The indefinite article ""A"" preceding descriptions of kind, small, or specific individuals or forces."
836,"Quantifiers describing small portions, like ""piece"" or ""bit""."
838,"The token ""home"" when preceded by verbs indicating return or movement toward a familiar place."
839,"Singular nouns describing notable objects, animals, or locations in positive or descriptive contexts."
840,"The word ""the"" following ""in"" and preceding natural locations like woods, park, or forest."
843,"The verb ""needed"" or ""need"" in contexts expressing requirement or dependency."
845,"Verbs ""was"" or ""be"" used in imaginative or pretend scenarios."
846,"The token ""of"" following ""all"" in expressions indicating totality or suddenness."
849,Descriptive adjectives emphasizing qualities or conditions in narrative contexts.
850,"The token ""mom"" in familial or narrative contexts involving actions or dialogue."
851,"Names of female characters, often at the beginning of a sentence or clause."
853,"The token ""idea"" in contexts describing someone having a thought or plan."
854,"The conjunction ""and"" connecting positive emotions or actions in a happy or grateful context."
857,"The indefinite article ""a"" preceding a description of a child in storytelling contexts."
858,"The token ""ready"" when describing preparation for an imminent action or event."
860,"The token ""best"" when used in the phrase ""best friends"" indicating a close relationship."
864,"The name ""Sue"" in narrative contexts."
865,First names of characters in narrative contexts.
866,"The word ""old"" describing the age of a person, typically in years."
867,"The article ""a"" preceding actions or descriptions of creating or forming something new."
869,"The pronoun ""they"" in contexts of friendship or shared activities."
870,"The token ""water"" describing liquid in contexts of pouring, filling, or splashing."
871,"The word ""was"" in storytelling contexts, often following ""once upon a time."""
872,"The token ""back"" referring to a return to a previous location or state."
873,"The token ""felt"" describing emotional or physical states."
876,"The directional adverb ""up"" in movement-related contexts."
879,"The token ""sat"" in contexts describing sitting actions or positions."
882,"The token ""up"" following the verb ""picked"" in contexts involving physical interaction with an object."
887,"Singular nouns representing small or distinct entities often introduced with ""there was a""."
888,Quotation marks following a question in dialogue or explanatory text.
889,"The verb ""teach"" when used in direct speech or instructional contexts."
