feature_id,explanation
104,"The past-tense verb ""were"" describing states or actions involving multiple subjects in narrative contexts."
105,"The token ""again"" indicating repetition or resumption of an action or state."
108,Verbs related to the action of counting or tallying items.
110,"The adjective ""red"" describing objects, often visually distinctive or emotionally significant."
112,"The comma following the phrase ""friend"" in sentences introducing a named companion."
113,"The possessive pronoun ""my"" in contexts referring to a relationship with ""mom""."
114,Words related to physical healing or improvement in health or comfort.
116,"Sentences about relationships or emotions, often with dialogue and narrative turning points."
119,"The token ""other"" describing contrast or distinction in relation to a group or side."
120,"The definite article ""the"" preceding a location or object in descriptive contexts."
123,"The phrase ""tries to"" or ""tried to"" indicating an attempt or effort."
126,"Common nouns or verbs in playful, interactive, or childlike conversational contexts."
130,"The token ""Twist"" in narratives suggesting unexpected or dramatic developments."
131,"Tokens indicating location (""there"") or group reference (""them"") in positive, narrative contexts."
132,"Characters' names or the word ""DEPLOYMENT"" in summary sections."
133,"The word ""old"" following an age description."
135,"The article ""a"" preceding a duration or event descriptor."
136,"Tokens describing the color ""white"" in reference to animals or objects with soft or fluffy qualities."
138,"The token ""As"" beginning a clause describing an action or state in a narrative context."
139,"Common function words or punctuation in narrative contexts, often marking transitions or temporal sequences."
140,Tokens tied to moral lessons or character actions in narrative storytelling.
141,"The word ""Suddenly"" introducing an abrupt event or change in narrative."
143,"The adjective ""kind"" describing people, animals, or objects in a positive and caring context."
147,"The token ""best"" in the phrase ""become best friends"" in narrative contexts."
149,"The word ""like"" in positive and playful contexts involving mutual enjoyment or shared activities."
151,"The word ""store"" in the context of characters going somewhere."
153,"The plural noun ""things"" when used generically to refer to various unspecified items or concepts."
154,"The token ""you"" in direct address or conversational sentences, often following a comma or quotation mark."
155,"The suffix ""ing"" associated with negative or ominous narrative contexts."
157,"The token ""there"" in narrative openings, often following ""Once upon a time""."
159,"Names of female characters, particularly ""Annie"" and variations of ""Abbie/Abigail""."
160,"The verb ""was"" in sentences describing an object's appearance or state."
164,"The token ""continue(d)"" in the context of ongoing or repeated actions."
165,"The verb ""said"" in dialogue attribution."
166,"The word ""time"" following ""Once upon a"" in storytelling contexts."
169,"The word ""ready"" indicating preparedness or anticipation for an action or event."
171,"The token ""in"" describing the location of a discovered object."
172,"The token ""sand"" in contexts related to beaches, castles, or playful activities."
173,"The verb ""enjoy"" in contexts expressing positive actions or experiences."
176,"Intensifiers or superlatives emphasizing emotional or qualitative extremes like ""badly,"" ""ever,"" ""before,"" or ""delicious."""
178,"The token ""Random"" in isolated or abrupt contexts, often alongside ""| DE PL""."
180,"The token ""joy"" in contexts expressing positive emotional impact or happiness being shared or experienced."
181,"The word ""little"" describing a child or animal in a narrative context."
183,"The adjective ""small"" describing a character or object in narrative contexts."
185,"The verb ""is"" connecting a subject to a predicate in descriptive or narrative contexts."
187,"The verb ""see"" in contexts of curiosity or intent to observe or discover something."
188,"The token ""Once"" at the beginning of a classic storytelling phrase."
189,"The possessive pronoun ""its"" in contexts describing a bird's actions or belongings."
191,"Prepositions ""in"" or ""into"" describing motion or position related to the sky or air."
195,"The verb ""picked"" in contexts describing physical retrieval of objects from surfaces."
196,"The token ""was"" following ""and"" in sentences describing emotional or physical states."
198,"The token ""car"" in contexts describing vehicles or their actions."
199,"Names in direct dialogue, often following ""Look,"" or addressing someone directly."
200,"Tokens ""knife"" or ""woods"" in contexts involving physical objects or outdoor exploration."
201,"Pronouns following ""but"" in sentences expressing inability or hesitation."
202,"The word ""In"" at the start of descriptions about locations or settings."
203,"The possessive pronoun ""her"" indicating ownership or relation in a personal context."
207,"The token ""dog"" when describing a named or loyal animal in a narrative context."
208,"The verb ""learns"" in contexts describing personal growth or life lessons."
209,"The token ""lots"" describing abundance or a large quantity of something positive."
212,Positive emotional interactions or reconciliation within dialogue featuring friendship or shared experiences.
214,"The name ""Lily"" in narrative text contexts."
216,"Adjectives conveying qualities or states, often describing sensory, emotional, or alertness-related attributes."
217,"The indefinite article ""a"" in the opening of a narrative introducing a character or object."
218,"Phrases describing ""three-year-old"" children or playing ""hide-and-seek""."
219,Singular nouns describing physical objects or spaces.
221,"The relative pronoun ""who"" introducing descriptions of characters."
222,Pronouns referencing a subject experiencing happiness or positive emotions.
227,"The Spanish pronoun ""nos"" often used in narrative summaries."
229,"The token ""year"" in descriptions of age involving children."
230,Adjectives or nouns describing visually distinct or colorful objects.
231,"The possessive pronoun ""her"" referring to a female character in narrative contexts."
233,"Tokens marking sentence endings in narrative contexts, often followed by summaries or concluding remarks."
239,Tokens initiating narrative or moral shifts often following punctuation like colons.
240,"Periods following playful or idyllic activities transitioning into ""One day"" narrative setups."
241,"The token ""broke"" in contexts describing physical damage or destruction of objects."
242,Adjectives describing qualities or states in relation to objects or actions.
244,"The token ""bird"" referring to a specific bird in narrative or descriptive contexts."
247,"Coordinating conjunction ""and"" or pronoun ""He"" in sentences about play or creative activities."
248,"The word ""the"" following the name ""Tom"" and preceding a descriptive noun or adjective."
249,"The token ""brother"" when preceded by ""little"" or ""baby""."
251,Subordinating conjunctions and prepositions linking actions or reasons with emotional or exploratory contexts.
252,"Tokens ""letter"" or ""message"" in contexts involving writing or sending communication."
253,"The word ""rain"" in contexts describing weather events or storms."
254,"The adjective ""cold"" describing temperature, especially in contexts involving snow, ice, or winter."
257,"The word ""garden"" when associated with personal or possessive contexts, often involving actions or descriptions."
259,"Dynamic actions or sounds in vivid, sensory descriptions."
260,"The token ""with"" in contexts involving companionship or shared activities."
262,Nouns describing objects or concepts with an element of mystery or uniqueness in storytelling contexts.
266,Positive adjectives in dialogue suggesting foreshadowing within a narrative context.
267,"The word ""bright"" describing vivid colors, light, or visual qualities."
268,"The pronoun ""her"" when directly following a verb of communication or instruction."
271,Words related to smell or the act of smelling.
274,"Periods following playful or narrative actions in light-hearted, descriptive storytelling contexts."
276,"The verb ""explore"" in contexts of curiosity or playful discovery."
279,"The token ""listen"" in contexts emphasizing learning or moral lessons."
283,"The token ""outside"" describing physical outdoor activity or play."
285,"The verb ""reached"" in contexts involving physical interaction or extending towards an object."
286,"The tokens ""got"" and ""get"" in contexts of receiving, experiencing, or undergoing an action or state."
288,"The token ""�"" preceding dialogue or narrative continuations."
290,"The pronoun ""we"" used in conversational or collaborative contexts."
294,Exclamation marks in dialogue after an object or concept is exclaimed or described.
295,Adjectives or nouns describing rooms or objects in a domestic or familiar context.
298,"The token ""felt"" in sentences expressing emotions or internal states of characters."
300,"The modal verb ""would"" indicating habitual or hypothetical actions."
301,"The preposition ""on"" in phrases about embarking on adventures or trips."
302,"The token ""there"" in storytelling phrases beginning with ""Once upon a time""."
303,Words associated with playful or positive dialogue in narrative settings with twists.
304,"The token ""even"" emphasizing contrast or degree in a situation."
305,"The token ""hair"" in contexts describing its appearance, condition, or interaction."
306,"The token ""magic"" describing objects with fantastical or transformative qualities."
311,"Tokens related to story summaries or narrative descriptions following ""Summary""."
312,Pronouns referring to tasks or actions being performed or completed.
313,"Adjectives describing specific qualities of objects or nouns, often implying uniqueness or distinction."
314,"The token ""favorite"" describing a cherished object or item."
315,"The token ""little"" describing smallness in subjects of narratives."
316,"The token ""something"" indicating a discovery or observation of interest."
318,"The token ""room"" following the article ""a"" in descriptions of specific or notable spaces."
321,"The numeral ""two"" describing a pair of friends or characters in storytelling contexts."
322,"The token ""Ben"" in narrative contexts involving family or playful interactions."
325,"The token ""L"" at the start of a proper noun referring to a female character's name."
327,Tokens related to the moral concept of helping others.
328,"The auxiliary verb ""did"" in negation statements."
330,"The word ""there"" in fairy tale openings conveying existence or introduction of a character or entity."
332,"The verb ""was"" describing a state or characteristic of a named individual, often in narrative contexts."
334,"The word ""Once"" at the beginning of a traditional storytelling phrase."
335,"Adjectives conveying emotion, often paired with nouns describing tangible or relatable objects."
336,"The token ""So"" at the start of a sentence leading to an action or decision."
338,"Adverbs and adjectives emphasizing emotions or states, often in storytelling contexts."
339,"Tokens ""to"" and ""and"" in contexts of helping or rescuing actions."
340,"The adjective ""pretty"" describing objects or appearances in positive and descriptive contexts."
341,"The token ""oven"" in contexts describing cooking or baking processes."
342,"The token ""Mom"" in narrative or dialogue contexts, often involving family interactions or actions."
343,"The token ""to"" indicating purpose or intent in a positive or neutral context."
344,"The conjunction ""but"" indicating contrast or exception in a sentence."
350,"The token ""my"" following the name ""Tim"" in narrative or descriptive contexts."
351,Nouns representing distinct objects or living things listed in conjunction with others in a sequence.
354,"The token ""The"" at the beginning of a noun phrase describing an entity or object in a narrative context."
356,"The token ""water"" in contexts involving pouring or interaction with liquid."
357,"The pronoun ""I"" in positive or assertive first-person speech."
358,"The word ""From"" when part of the phrase ""From then on"" in narrative transitions."
359,"The word ""forest"" in narrative contexts describing natural or magical settings."
362,"The verb ""go"" in contexts describing movement or travel to a specific location or activity."
363,"The token ""heavy"" describing objects or things that require physical effort to lift or carry."
364,Negation words or commas in direct speech contexts.
367,"The token ""As"" introducing a clause describing simultaneous actions or events."
369,"The token ""down"" indicating downward motion or descent in physical or metaphorical contexts."
371,"The token ""piece"" when describing a tangible object or material."
374,"Pronouns ""he"" and ""she"" in narrative contexts."
384,"Tokens in narrative contexts indicating resolution or closure, often tied to dialogue or story progression."
385,"Verbs describing actions performed by a mother figure, often involving communication or bringing items."
386,"The token ""said"" following a subject and preceding direct speech or quotes."
390,"The verb ""asked"" in dialogue contexts, typically involving characters posing questions."
392,Comma preceding direct speech in conversational or narrative contexts.
395,"The verb ""found"" in narratives involving discovery of objects or items by children."
396,"The verb ""work"" or ""worked"" in contexts implying collaboration or effort."
397,"Tokens ""arrived"" or ""there"" indicating arrival at a location in narrative contexts."
398,Words representing physical objects in nature or structures often observed or interacted with.
399,"Tokens initiating exclamatory dialogue, often expressing amazement or greeting."
400,"The token ""crown,"" often in contexts involving royalty, shiny objects, or symbolic adornments."
401,"Lists of items followed by ""and"" connecting the final element."
403,"Tokens signaling narrative transitions or dialogue, often involving reflective or anticipatory moments in storytelling."
406,"Pronouns ""her"" or ""him"" in contexts where someone helps or assists them."
407,"The pronoun ""I"" in direct speech following a quotation mark."
409,"The token ""Fl"" in names of animals or characters, often fluffy or soft-themed."
411,"The subordinating conjunction ""that"" introducing clauses describing characteristics or actions of a preceding noun."
412,"The token ""decided"" in the context of initiating a personal action or choice."
415,"The token ""so"" used to intensify emotions like happiness or excitement."
420,"The token ""the"" introducing a specific or significant noun in narrative contexts."
421,"Verbs introducing direct speech, primarily ""said"" and occasionally ""asked""."
423,"Words introducing relative clauses, especially ""who,"" ""that,"" and occasionally ""to"" with narrative focus on characters."
424,Periods following positive or reflective sentiment phrases.
426,"Pronouns referring to individuals performing actions, often within descriptive or narrative contexts."
427,"Singular nouns with vivid imagery or summarizing text following ""Summary""."
430,"The comma following ""One day"" in narrative contexts."
433,"Prepositions ""in"" or ""corner"" describing the location of objects, often related to water or a room."
434,"Body parts, especially ""head"" and ""hand,"" often in possession or descriptive contexts."
437,"Verbs denoting actions or states often tied to repetition, exploration, or emotional engagement."
438,"The word ""wise"" in contexts involving animals or moral guidance."
440,"The article ""a"" before ""walk"" in contexts of going for a walk."
441,Common verbs or adverbs in positive or playful contexts.
443,"The word ""park"" in sentences describing visits or activities at a park."
448,Verbs describing perception or desire in contexts involving friends or social interactions.
449,"The word ""every"" before ""day"" in expressions indicating repeated daily actions."
450,"Repeated occurrences of fragmented text ""| DE PL OY MENT""."
453,Tokens describing emotions or actions in neutral or mildly tense situations.
456,"The token ""drink"" referring to the act of consuming a liquid."
458,Coordinating conjunctions and punctuation in narrative contexts.
459,"The verb ""do"" in expressions of uncertainty or indecision."
461,"The verb ""knew"" indicating realization or understanding in a narrative context."
462,"Concrete, standalone nouns related to objects or materials."
463,"The comma following ""Then"" in narrative sequences describing subsequent actions or events."
465,Weather-related verbs or auxiliary verbs describing the state of the sky.
466,"Common verbs indicating movement, actions, or states in positive or neutral contexts."
467,"The pronoun ""She"" in a positive, descriptive context about a girl named Lily."
468,"The name ""Tom"" followed by ""and"" and another name, typically in a narrative context."
470,"The token ""y"" in names within narrative or summary contexts."
472,"The colon following the word ""Story"" in the opening of a narrative."
473,"Comma separating clauses in sentences with contrasting or explanatory conjunctions like ""but"" or ""so""."
474,"The token ""stopped"" indicating a pause or cessation of action in narrative contexts."
478,"The verb ""goes"" in narrative summaries of characters' actions or movements."
479,"The token ""naughty"" describing behavior or character in narrative or moral contexts."
482,"The pronoun ""I"" in dialogue expressing personal thoughts or actions."
484,"The token ""because"" explaining a reason for an emotional state or reaction."
485,"The token ""proud"" describing feelings of self-satisfaction or accomplishment."
487,"The preposition ""with"" following the phrase ""loved/liked to play."""
490,Pronouns introducing an action or observation following a description of something intriguing or visually striking.
491,"The conjunction ""and"" describing two attributes of an object in a repetitive descriptive structure."
492,"The token ""in"" used in contexts describing placement or containment actions."
494,"Tokens describing whimsical or notable objects, creatures, or roles often found in imaginative or playful contexts."
495,Pronouns or conjunctions in narrative contexts describing movement or discovery in nature.
497,"The verbs ""need"" or ""needed"" indicating a requirement or necessity in a narrative context."
498,"The token ""| DE PL OY"" appearing in uppercase and spaced letter format."
500,"The article ""a"" preceding descriptions of specific objects or locations, often with adjectives."
502,"Tokens referring to parental figures like ""mom"", ""mother"", and ""dad"" in supportive or explanatory contexts."
504,"Positive context words conveying joy, gratitude, or usefulness."
507,"The indefinite article ""a"" introducing a noun in narrative contexts."
509,"The word ""how"" when used in contexts of learning, measuring, or expressing magnitude."
514,"Verbs or adjectives indicating transformation, discovery, or celebration."
515,"Modal verbs (""would"", ""will"") and infinitive marker ""to"" in contexts of intention or consequence."
516,"The word ""always"" emphasizing habitual or consistent positive behavior."
518,"The verb ""was"" in storytelling, typically introducing a character or setting in a narrative."
519,"The token ""M"" at the start of a character's name in narrative text."
520,"The token ""filled"" describing objects or spaces containing items, often in a positive or whimsical context."
524,"The verb ""started"" preceding an action or emotional response."
525,"The verb ""gave"" in sentences describing acts of offering or transferring something to someone."
533,"Positive adjectives or nouns in contrasting contexts with repetitive ""I HATE YOU""."
534,"The token ""to"" following a subject learning an action or skill."
536,"The verb ""talk"" in contexts involving communication, often with implied or explicit interaction."
539,"The preposition ""at"" indicating a specific location or point in time."
541,"Pronouns indicating possession or subject, often referring to humans or personified entities."
544,"The token ""end"" in phrases describing outcomes of group activities."
546,"Tokens related to drawing or stickers, especially depicting animals, the sun, or other objects."
551,"The ""t"" in ""teddy bear"" referring to a cherished or favorite toy."
552,References to the sun in descriptive outdoor settings.
553,"The token ""sun"" in positive descriptive contexts, often involving brightness or warmth."
556,"The word ""far"" indicating physical or metaphorical distance."
559,Nouns referring to animals or close family members acting as characters in a story.
561,"Temporal references using ""before"" followed by an action or event."
563,Commas separating verbs in descriptive sequences.
564,"The token ""money"" in contexts involving personal transactions, savings, or financial decisions."
568,"The token ""upon"" in the phrase ""Once upon a time""."
569,"The verb ""visit"" describing an action of going to a specific location or person."
572,"The token ""Summary"" in dialogue sections describing character actions or intentions."
573,"The token ""old"" describing a person, tree, or object in narrative contexts."
575,"The pronoun ""It"" introducing a description or explanation of a surprising or notable event or phenomenon."
576,"Tokens introducing named entities like ""called"" or ""named"" preceding a proper noun."
578,The period ending a descriptive or narrative sentence involving playful or pastoral activities.
581,"The adverb ""slowly"" describing deliberate or cautious actions."
582,"The article ""a"" preceding adjectives or nouns in descriptive or narrative contexts."
586,"Tokens in emotional or descriptive sentences, often conveying personal actions, preferences, or curiosity."
587,"The token ""wanted"" indicating desire or intent in narrative contexts."
589,"The word ""and"" connecting two entities in a summary describing collaborative or joint actions."
590,"The pronoun ""it"" in the context of searching or attempting to find something."
591,"The word ""liked"" describing a subject's preference or activity in a positive, personal context."
593,"The token ""came"" describing arrival or approach of a person or entity."
594,"Tokens referring to citrus fruits, specifically ""lime"" and ""lemon""."
595,"The token ""away"" describing motion or departure."
596,"Negative adjectives like ""terrible"" and ""difficult"" indicating struggle or adversity."
597,"The modal verb ""could"" expressing ability or possibility in descriptive or narrative contexts."
599,"The conjunction ""so"" linking a cause and effect within a sentence."
600,"Verbs expressing positive actions or assistance, often involving emotional or practical support."
601,"The token ""That"" in direct speech, often introducing a statement or observation."
602,"The verb ""climb"" in contexts describing physical ascent or attempting to ascend."
605,"The word ""if"" following a verb of asking in indirect speech contexts."
606,"The token ""End"" in contexts discussing story conclusions, often with negative sentiment or critique."
607,"Comma following ""One day"" in the opening of a narrative sentence."
608,"Tokens within ""crayons,"" focusing on ""cr"" in contexts involving drawing or objects."
609,"The word ""swings"" referring to playground equipment in contexts of playing or recreation."
611,"The token ""many"" in contexts emphasizing abundance or plurality."
612,"The word ""tree"" preceded by ""big"" in descriptive sentences."
614,"The period after descriptions of objects, often preceding a shift in narrative or character action."
617,"The token ""there"" introducing a description or narrative about a place and its inhabitants."
618,"Contractions with ""n't"" or ""'s"" in informal, conversational text."
620,Names of small animals or characters introduced in a narrative context.
622,"Tokens indicating adverse outcomes or tragic events, often following ""resulting in"" or ""but is."""
623,"The token ""Sue"" as the subject in narrative or summary contexts."
624,"The preposition ""to"" in phrases indicating movement or direction toward a location or activity."
625,"The verb ""was"" preceding an emotional state or reaction in narrative contexts."
628,"Tokens marking key characters, actions, or narrative transitions, often central to story summaries or events."
629,"The token ""is"" or ""was"" in direct questions expressing curiosity or inquiry."
630,"The token ""Bad"" used in contexts discussing negative outcomes or story endings."
631,"The contraction ""I'm"" in first-person dialogue expressing emotion or personal action."
632,"The token ""ing"" in the context of foreshadowing narrative elements."
634,"The word ""as"" in similes or comparisons involving speed, motion, or intensity."
635,"The phrase ""picked it up"" in contexts of handling or interacting with objects."
636,"The token ""said"" in dialogue attribution following a question or statement."
638,"The word ""and"" connecting pairs of names in a narrative context."
639,"Tokens ""laughed"" or ""laugh"" in contexts of joy, fun, and social interaction."
641,"The conjunction ""while"" introducing simultaneous activities or events often involving play or exploration."
642,"The adverb ""also"" used to indicate an additional action or preference."
643,"The verb ""eat"" when describing consuming food or treats."
644,Verbs denoting actions or behaviors with a positive or neutral sentiment in narrative contexts.
648,Opening phrases of traditional or whimsical storytelling.
649,Repetition of the same verb to emphasize persistent searching or looking.
650,"Reflexive pronouns ""himself"" or ""herself"" used in the phrase ""all by [pronoun]."""
652,"The token ""sad"" describing an emotional state of a character in a narrative context."
653,"The word ""day"" following ""One"" in narrative contexts describing events or actions."
655,"Preposition ""in"" describing outdoor locations or settings."
656,"The verb ""liked"" describing a subject's preference or enjoyment in simple narrative contexts."
658,"The contraction ""n't"" in negative verb phrases."
660,"The verb ""thought"" used to express internal reflection or contemplation."
661,"The preposition ""in"" indicating a specific location or setting."
662,Periods concluding descriptive sentences or actions in narrative contexts.
665,"The conjunction ""and"" linking ""mom"" and ""dad"" in familial context."
668,"The word ""until"" in repetitive actions or progressions leading to a specific outcome."
670,"The token ""inside"" depicting spatial exploration or inspection."
676,"The verb ""lived"" used to describe the dwelling or habitat of a named entity."
683,Positive sentiments in sentences ending with a period.
687,Nouns representing tangible objects or locations associated with interaction or observation.
688,Pronouns or nouns referencing specific objects or groups being approached or interacted with.
689,"Tokens indicating literary elements like ""twist,"" ""conflict,"" or ""foreshadowing"" in dialogue contexts."
690,"The token ""Dialogue"" in contexts involving foreshadowing or significant narrative events."
692,"Functional words introducing or connecting clauses, often in storytelling contexts."
693,"The plural noun ""animals"" in contexts describing a variety or abundance of creatures."
694,"The token ""Once"" at the beginning of a traditional storytelling phrase."
696,"The verb ""teaches"" or ""teaching"" in contexts of imparting life lessons or skills to someone."
697,Tokens marking the beginning of dialogue or narration in storytelling contexts.
698,"Tokens ""forest"" and ""Rabbit"" in stories featuring woodland animals or nature-themed narratives."
701,"The conjunction ""and"" linking two sequential actions or events."
705,"Prepositions ""of"" or ""to"" in phrases indicating time or action."
707,"The word ""careful"" in contexts emphasizing caution or warnings."
708,"The token ""become"" in sentences describing forming friendships."
709,"Terms related to resting or sleeping, specifically ""sleep"" and ""nap""."
710,"The adjective ""different"" describing variety or distinction among items."
711,"The token ""no"" in expressions of exclusion or negation, often involving loneliness or failure."
712,Adjectives describing positive or playful qualities directly following a comma.
714,"The word ""closer"" when describing movement toward an object or location in a narrative."
717,"The token ""place"" describing a specific location associated with a purpose or activity."
718,"The noun ""family"" referring to a group of individuals in narrative contexts."
719,"The token ""to"" following expressions of happiness or positive emotion."
720,"The token ""angry"" describing emotional reactions in narrative contexts."
722,"The token ""back"" in phrases indicating a return to a previous location or state."
723,"Food-related nouns, especially ""sandwich"" and ""cookies,"" often in sentences involving enjoyment or family context."
726,"The pronoun ""she"" referring to a female subject in narrative text."
728,"The verb ""looked"" in past tense, often describing a character's gaze or observation."
730,"The token ""walk"" in sentences describing someone going for a walk outdoors."
733,"The token ""name"" introducing the identity of a person or animal in narrative contexts."
734,"The word ""dress"" when referring to clothing, often paired with adjectives like ""pretty"" or ""fancy""."
735,"Positive sentiment tokens in moral or dialogue contexts, often conveying comfort, safety, or bravery."
736,Periods ending sentences with a narrative tone or character-driven conclusion.
738,"Tokens referring to objects or ideas central to the narrative, often tangible or conceptual anchors."
739,"The word ""toy"" describing an object owned or cherished by someone."
740,"The possessive ""'s"" indicating ownership or association in personal names."
742,"Articles and quantifiers preceding nouns in contexts involving books, dictionaries, or learning."
743,Names or pronouns being addressed in the context of asking a question or seeking permission.
746,"Repetition of ""and"" connecting two identical verbs in a sequence."
750,"Sentence-ending punctuation, primarily periods, in conversational or emotional contexts."
752,"The token ""but"" introducing a shift from a negative or uncertain situation to a positive resolution."
754,"Words related to exploration or novelty, particularly ""new"" and similar descriptors."
755,"The token ""Value"" within contexts emphasizing moral or reflective themes in dialogue or summaries."
758,"Positive, cooperative dialogue conveying relationships, actions, or moral values."
760,Tokens concluding sentences in narratives with positive or resolved endings.
761,"The token ""when"" introducing a dependent clause describing a specific condition or moment."
763,"The indefinite article ""a"" introducing a noun in storytelling, often after ""One day""."
765,"Negative emotional words in dialogue expressing discomfort, regret, or disdain."
769,"Names of people paired in narrative contexts or the token ""deployment"" in uppercase split by spaces."
771,"The verb ""met"" describing encounters or introductions involving named characters."
772,Common phrases initiating a narrative or expressing strong emotion in dialogue contexts.
775,"Adjectives ""big"" or ""heavy"" following ""too"" to describe difficulty or excessiveness."
776,"The word ""named"" introducing a proper noun in the context of identifying a person."
777,"Tokens introducing or summarizing a narrative, often after a colon."
781,"The intensifier ""very"" preceding adjectives conveying positive emotions or qualities."
783,"Adjectives or nouns indicating conflict, intensity, or roughness in dialogue-heavy narrative contexts."
784,"The token ""to"" following ""decided"" in contexts of initiating an action or exploration."
786,"Verbs conveying desire, preference, or disbelief in personal or emotional contexts."
794,"The token ""day"" when introducing a narrative or event in a storytelling context."
795,"The token ""way"" in phrases describing a journey or movement towards a destination."
796,"The token ""school"" in contexts describing attendance or experiences at an educational institution."
806,"The verb ""blew"" or ""blows"" describing wind or air movement."
807,"Tokens ""gir"" and ""udd"" in words describing giraffes and cuddly or soft contexts."
809,Pronouns referring to a subject in a narrative context.
810,"Positive verbs or pronouns indicating enjoyment, discovery, or transformation in narrative contexts."
815,"The word ""can"" in requests directed at a parent, typically expressing desire or permission."
816,"Tokens related to segmented or stylized formatting, often involving capitalized or spaced-out words."
819,Pronouns referring to individuals or objects experiencing positive emotions or actions.
820,Action-oriented verbs indicating control or direction in a scenario.
822,"The affirmative response ""Yes"" within direct speech following a subject's declaration or inquiry."
823,"Names paired with ""and"" in narrative contexts describing cooperative or interactive activities."
825,"The verb ""lived"" in storytelling contexts, often following ""there"" and introducing a character or subject."
826,"The article ""a"" before adjectives describing size or characteristics."
827,"The token ""basket"" or ""binoculars"" describing objects used for carrying or observing in narrative contexts."
829,"The token ""funny"" in contexts expressing amusement or describing humorous situations."
832,"The token ""importance"" in contexts emphasizing moral lessons learned by characters."
835,"The token ""room"" referring to a personal or shared space where individuals play or spend time."
837,"Pronouns ""he"" or ""she"" following direct speech indicating someone being told or instructed."
842,"The possessive pronoun ""its"" referring to an object or animal."
843,"Common conjunctions, pronouns, and verbs linking or contrasting items or actions in simple narrative contexts."
847,Pronouns in narrative contexts describing actions or observations.
849,"The conjunction ""and"" linking actions or events with a positive or cooperative resolution."
850,"The token ""discovers"" in contexts involving finding or encountering something new or surprising."
851,"The verb ""make"" or its variations in contexts of creation, friendship, or achieving goals."
852,"Tokens conveying moral values, emotions, or actions tied to judgment or character traits."
