feature_id,explanation
59,"The verb ""eat"" used in contexts describing someone's preferred or desired food."
60,"Emotionally charged words or events involving harm, fear, or death."
61,Words representing small objects or symbols often associated with toys or personal items.
62,"The token ""help"" in contexts involving assistance or collaboration."
63,"The word ""anything"" in contexts emphasizing limitless possibilities or capabilities."
64,"The token ""to"" in the phrase ""didn't know what to do""."
65,"The conjunction ""and"" linking two proper nouns in narrative contexts."
66,Specific action or descriptive words emphasizing immediate or vivid moments in a narrative.
67,"The word ""mild"" describing gentle or moderate qualities in various contexts."
68,Names of characters or entities in narrative summaries.
69,"The word ""because"" introducing causal explanations."
70,Quotation marks immediately following exclamatory dialogue tags.
71,"Tokens within names or words suggesting anthropomorphic characters or objects, often involving ""Whiskers"" or musical terms."
72,"The verb ""loved"" expressing enjoyment or affection in personal or playful contexts."
73,"The verb ""said"" or ""says"" in dialogue tags following direct speech."
74,"The token ""Tom"" as the subject of sentences in narrative or summary contexts."
75,"The indefinite article ""a"" preceding nouns describing objects being built or constructed."
76,"Punctuation marks, especially commas, in contexts describing narrative features like dialogue or moral values."
77,"The article ""a"" before a noun in a list or pairing context."
78,"Tokens referring to written or printed content like ""pages,"" ""words,"" ""message,"" and ""magazine."""
79,"The token ""From"" or ""that"" in phrases indicating a starting point in time or a transition."
80,"The past tense verb ""was"" introducing the name of a character or entity."
81,"Nouns denoting collective entities or accumulations, often ""group"" or ""pile."""
82,"The possessive ""my"" used after ""mom"" to indicate familial relationship."
83,"Transitional or narrative tokens marking shifts in time or events, often introducing new actions or characters."
84,"The exclamation ""Wow"" in dialogue expressing amazement or admiration."
85,"The verb ""drink"" in contexts describing consuming liquids or paired with descriptive or sentimental elements."
86,"The pronoun ""it"" used as a subject in sentences expressing realizations, declarations, or general truths."
87,"The word ""to"" following a request or instruction, often introducing an action or task."
88,"The word ""terrible"" describing negative traits or situations in storytelling contexts."
89,"The verb ""play"" in contexts involving enjoyment or recreational activities."
90,"Common words in storytelling contexts, especially those setting scenes or indicating possession or time."
91,"Tokens ""a"" and ""with"" in narrative contexts, often introducing objects, settings, or character actions."
92,"Pronouns referring to objects affected or manipulated by actions like ""make"" or ""made""."
93,"The token ""big"" or ""small"" following ""too"" in comparisons of size or suitability."
94,"Opening quotation marks in direct speech following a verb like ""said."""
95,"The verb ""buy"" in contexts involving shopping or promises."
96,"The token ""others"" in contexts emphasizing kindness or helping others."
97,"Activates on ""Features"" or ""message"" in contexts of dialogue or narrative twist."
98,"The token ""pocket"" when preceded by ""in her"" in a narrative context."
99,"The token ""way"" in expressions describing movement or a journey towards a destination."
100,"The word ""mouth"" when used to describe actions or interactions involving an animal or person."
101,Singular animal nouns in subject positions within descriptive or narrative contexts.
102,"Words describing excessiveness or inability, often in phrases like ""too [adjective]"" or ""[pronoun] was too [adjective]""."
103,"The verb ""fix"" when describing repairing or restoring something, often involving collaboration or tools."
104,"The token ""some"" when indicating an unspecified quantity of tangible objects or materials."
105,"The verb ""helps"" in a narrative context describing acts of assistance or support."
106,"The preposition ""with"" describing attributes or features of a tree."
107,"Tokens expressing desire or preference, often in the context of choices or actions."
108,"Verbs denoting initiation or gradual action, often in storytelling contexts."
109,"The word ""Suddenly"" marking abrupt changes or events in narratives."
110,"The token ""move"" or ""moved"" describing physical motion or change in position of objects or people."
111,"Common function words like ""the,"" ""in,"" ""a,"" and ""weather"" in descriptive or narrative contexts."
112,Abstract or emotionally charged words in dialogue or plot twists with narrative significance.
113,"The token ""looked"" when describing an action involving searching or gazing, often upward or around."
114,"The verb ""grabbed"" in contexts of seizing objects quickly or initiating action."
115,"The word ""across"" in contexts of encountering or navigating something significant."
116,"Tokens related to the phrase ""Moral Value"" in storytelling contexts."
117,"The token ""head"" when paired with verbs indicating nodding or shaking."
118,"The token ""cookies"" in contexts describing baking or shared family activities."
119,Singular nouns representing tangible objects commonly associated with play or decoration.
120,Words describing physical injuries or ailments in humans or animals.
121,"The phrase ""up to"" indicating movement or approach toward someone or something."
122,"The verb ""swim"" describing aquatic activity or play."
123,"The token ""was"" following ""It"" in sentences describing an object or entity in a specific location."
124,"The word ""surprise"" in contexts involving unexpected gifts, events, or visitors."
125,"Pronouns ""he"" or ""she"" following a contrastive clause with ""but""."
126,"The verb ""blew"" describing wind or gusts in a dynamic, atmospheric context."
127,"The contraction ""didn't"" expressing negation in past tense actions or statements."
128,Verbs or nouns related to overcoming challenges or persistence in the face of adversity.
129,Periods ending sentences involving physical actions or interactions with objects.
130,"The phrase ""put on"" in contexts describing clothing or accessories being worn or applied."
131,"Direct speech or quotations expressing personal desires, ownership, or playful actions."
132,Negation followed by verbs implying harm or action.
133,"Tokens marking sentence boundaries or transitions, especially punctuation like periods and conjunctions like ""for""."
134,"The token ""heard"" in contexts describing sudden auditory events or noises."
135,"The word ""face"" when describing expressions or physical sensations."
136,"Tokens in phrases describing sudden, unexpected events often preceded by ""then"" or ""but then""."
137,"Verbs related to emotional or physical improvement following the word ""help"" or ""helps""."
138,"The indefinite article ""a"" preceding nouns in descriptions of encounters or actions."
139,"The name ""Lily"" in direct address within quoted dialogue."
140,"The word ""which"" introducing a clause that elaborates, explains, or provides additional detail."
141,"The word ""different"" describing variations in objects or attributes within a list."
142,Comma following a phrase leading into a conjunction or continuation of action.
143,"The verb ""come"" referring to movement or return in interpersonal or narrative contexts."
144,Action-related nouns or verbs associated with physical or imaginative activities.
145,"Tokens indicating distinct actions, roles, or concepts with emotional or narrative significance."
146,"The token ""smiled"" in narrative contexts involving dialogue or character interactions."
147,"The word ""to"" following ""decided"" in a sentence describing a planned action or intention."
148,Periods concluding sentences with positive or moral themes.
149,"The token ""you"" in direct questions framed as dialogue."
150,"The token ""One"" at the start of a narrative introducing a day or event."
151,"The token ""salt"" in various narrative or dialogue contexts."
152,"The verbs ""brought"" or ""bring"" describing an action of delivering or carrying something."
153,"The verb ""play"" in contexts involving enjoyment or leisure activities."
154,"The word ""toy"" when describing an object associated with a person, often in a playful or possessive context."
155,"The token ""noise"" following the phrase ""heard a loud""."
156,"The token ""lock"" when used as a noun referring to a physical locking mechanism."
157,"The token ""wanted"" in sentences expressing a character's desire or intention to perform an action."
158,"The adjective ""beautiful"" describing visually appealing entities like objects, locations, or creatures."
159,"Past-tense verbs ending in ""ed,"" often describing actions performed by dogs."
160,Adjectives describing quirky or exaggerated qualities in informal or imaginative contexts.
161,Tokens following a comma after verbs expressing invitation or complaint.
162,"The token ""Sam"" as the name of a central character in narrative contexts."
163,"The name ""Lily"" in contexts involving paired characters or collaborative actions."
164,"Locations frequently preceded by ""to the"" in narrative contexts."
165,"Tokens in the opening lines of fairy tale-like stories, often involving ""Once upon a time""."
166,Tokens related to caution or carefulness in contexts emphasizing prevention or warnings.
167,"The token ""three"" in the phrase ""three years old"" describing age."
168,"The word ""that"" introducing clauses describing specific attributes or characteristics of preceding nouns."
169,"Adjectives conveying extreme or bold qualities like ""adventurous"" or ""enormous""."
170,"The verb ""found"" in direct speech expressing discovery or excitement."
171,"Prepositions indicating relationships or actions involving people, often familial or supportive contexts."
172,"The token ""fit"" in contexts describing physical compatibility or spatial suitability."
173,"The comma following the phrase ""friend"" in contexts describing a named or identified companion."
174,"The verb ""stop"" in various conjugations describing a cessation of movement or action."
175,"The adjective ""warm"" describing comfort, temperature, or coziness in positive contexts."
176,Adjectives or nouns conveying emotional tone or notable qualities in narrative text.
177,"The Spanish word ""nos"" or semantically related forms in text."
178,"The token ""After"" introducing events in a narrative sequence or transition."
179,"References to animals or characters in storytelling contexts, often paired with actions or emotions."
180,"The preposition ""in"" following ""went for/on a walk"" and preceding a location."
181,"The token ""Emma"" when referring to a named child character in a narrative context."
182,"Imperative ""Look"" used in direct speech to draw attention to something."
183,"The token ""�"" in dialogue-heavy contexts often involving excitement, exploration, or playful interactions."
184,"The token ""Tommy"" referencing a character's name in narrative or dialogue contexts."
185,"The adverb ""very"" intensifying adjectives or adverbs in descriptive sentences."
186,"The adverb ""fast"" emphasizing speed, often in comparisons or oppositions."
187,Verbs expressing strong personal affection or possession.
188,"The token ""no"" in expressions of negation or refusal, often preceding ""matter"" or ""one""."
189,"The word ""back"" used to indicate a return to a previous place or state."
190,"The token ""favorite"" describing a preferred object or activity."
191,"Names ending with ""ie"" in affectionate or diminutive contexts."
192,"The indefinite article ""a"" preceding a noun in a descriptive or narrative context."
193,Period following descriptions of physical traits or characteristics in animals or objects.
194,"Variations of the verb ""pull"" in active physical contexts or descriptions."
195,"Tokens ""to,"" ""the,"" or ""play"" in contexts related to music or performing arts."
196,"The token ""of"" following ""big"" and preceding container nouns."
197,"Adjectives like ""brave"" describing positive traits in a named character."
198,"The token ""two"" when introducing pairs of characters in a narrative setting."
199,Action-oriented verbs and pronouns in narratives with dynamic or interactive contexts.
200,"The words ""yard"" or ""backyard"" when referring to a personal outdoor space."
201,"Variations of the verb ""get"" in past or present tense."
202,"Tokens related to discovery or acquisition, especially ""found"" and ""swim"" in adventurous or exploratory contexts."
203,"The token ""No"" at the start of direct speech expressing refusal or disagreement."
204,"The token ""one"" preceding ""day"" in narrative contexts."
205,"Verbs describing motion or transformation often following ""started to."""
206,"Contextual words indicating time or causality, such as ""when,"" ""it,"" and ""but."""
207,"The token ""on"" in the phrase ""on it"" describing an object with a notable feature or accessory."
208,"The preposition ""in"" describing a location where someone lives."
209,Movement-related verbs indicating motion towards an object or location.
210,"The token ""yummy"" when used in random sentences or dialogue summarizing enjoyable or positive actions/events."
211,"Words describing texture or actions, especially ""crunchy,"" ""quick,"" ""gallop,"" ""hurries,"" ""shove."""
212,Words related to threatening animals or actions associated with them in a vivid or intense context.
213,"The word ""not"" used in negations, often following ""did"" in statements."
214,"The verb ""was"" in fairy tale openings involving named children."
215,"Terms of endearment like ""sweetie"" and ""sweetheart"" in conversational or affectionate contexts."
216,"The word ""they"" in contexts describing friendship or shared activities."
217,"Intensifiers (""very"", ""so"") and articles (""a"") in sentences about emotions or physical sensations."
218,Verbs describing actions performed with deliberate intent or requests involving possession.
219,"The word ""said"" in dialogue, often followed by a quotation mark."
220,"The token ""box"" preceded by ""big"" in descriptions of objects found or received."
221,"The word ""deaf"" when describing a person or an object in narrative summaries."
222,"Tokens referring to containers used for food, especially the word ""bowl""."
223,"Verbs describing recreational activities like playing or running, often involving children or leisure."
224,"Actions or descriptions involving polishing, wiping, or marking objects, often linked to ""of"" and visual imagery."
225,Tokens conveying wisdom or capability in narrative or descriptive contexts.
226,"The token ""Tim"" as the name of a character in summaries."
227,"The word ""scared"" describing a subject's emotional reaction in a narrative context."
228,"Temporal adverbs ""eventually"" or ""finally"" signaling resolution or culmination of actions or events."
229,"The token ""and"" following ""looked around"" in descriptive or narrative sentences."
230,"The adjective ""pretty"" describing visually appealing objects or features."
231,"Words indicating ambiguity, interpretation, or explanation, often linked to understanding or meaning."
232,"The word ""was"" following a pronoun or noun, often indicating a descriptive or situational context."
233,"The word ""treasure"" in contexts of finding or searching, often paired with boxes, chests, or maps."
234,"The token ""inside"" describing entry or content within a physical or metaphorical space."
235,"The word ""was"" following a named entity describing a person or animal in narrative context."
236,"Pronouns ""he"" or ""she"" following the phrase ""was sad because""."
237,"The verb ""hopped"" describing energetic movement, often associated with animals or playful actions."
238,The period at the end of a sentence preceding dialogue or narrative continuation.
239,"The word ""sand"" in contexts related to beaches, play, or objects interacting with sand."
240,"The word ""wrong"" in questions about a problem or issue."
241,"The verb ""picked"" in contexts of lifting or retrieving objects."
242,"Singular, concrete nouns paired with actionable verbs."
243,"Words related to fear or bravery, especially ""scaring,"" ""unfazed,"" and similar contexts."
244,"The pronoun ""it"" following a character's thought or perception."
245,"The adjective ""brave"" describing characters in narrative summaries."
246,"The token ""woke"" in narratives describing characters waking up, often in the morning or specific situations."
247,Opening quotation marks following a question and attribution of speech.
248,"The token ""picnic"" in contexts involving recreational activities, often with family in a park setting."
249,Keywords tied to dramatic dialogue or narrative twists in storytelling.
250,"The verb ""ride"" in contexts describing transportation or recreational activities."
251,"The verbs ""have"" or ""was"" in first-person or third-person narrative dialogue."
252,"The verb ""continue"" or its derivatives in contexts of ongoing positive or collaborative actions."
253,"The verb ""cut"" in contexts involving tools or actions of dividing objects."
254,"The comma following ""please"" in imperative sentences or polite requests."
255,"The token ""�"" used in dialogue attribution, often preceding or following quoted speech."
256,"The token ""dangerous"" describing hazards or warnings in narrative or dialogue contexts."
257,"The token ""boy"" referring to a male child protagonist in narrative summaries."
258,Conjunctions connecting clauses in narrative text.
259,"The color adjective ""red"" describing objects or features."
260,"Singular food-related nouns commonly used in simple, descriptive contexts."
261,"The adjective ""friendly"" describing a character or entity in a narrative."
262,"The token ""horse"" referring to a specific or notable horse in narrative contexts."
263,Verbs describing cooperative or interactive actions involving two or more characters.
264,"Possessive pronouns ""her"" and ""his"" when referring to a parent, especially ""mom""."
265,"Proper names, often followed by ""was"" and an emotion like excited or happy."
266,"Variations of the verb ""keep"" describing maintenance, preservation, or continuation of an action or object."
267,"The pronoun ""they"" in contexts describing actions or experiences shared by a group."
268,"Function words indicating options, permissions, or polite expressions in conversational or narrative contexts."
269,Opening quotation marks following a question in dialogue.
270,"The modal verb ""should"" in contexts expressing obligation, advice, or recommendation."
271,"The token ""good"" used to describe friendships or skills."
272,Tokens indicating a specific location where one should stay to ensure safety or remain.
273,"The token ""upon"" in the phrase ""once upon a time"" at the start of a story."
274,"The token ""price"" in contexts discussing value or cost."
275,A comma before a name or affectionate term in direct address within dialogue.
276,"Tokens ""to"" or ""spot"" in contexts describing locations or actions related to comfort or relaxation."
277,"The adjective ""soft"" describing textures or objects associated with comfort or gentleness."
278,"Auxiliary verbs ""is"" and ""are"" or question marks in conversational or narrative contexts."
279,"Words related to rapid movement or speed, often including ""speed"" or similar terms like ""zoom""."
280,"Tokens linked to negative or ominous narrative elements, such as bad endings or foreshadowing."
281,"The token ""L"" in the name ""Lila"" or similar names starting with ""L""."
282,Proper nouns and adjectives conveying excitement or emotional engagement in narrative contexts.
283,"The token ""made"" indicating causation or effect in descriptive or emotional contexts."
284,Nouns referring to new acquaintances or companions being introduced.
285,"The possessive pronoun ""my"" in direct speech or personal expressions."
286,"Words or punctuation in reflective or decision-making moments, often with thought verbs or hesitation markers."
287,"The verb ""shouted"" in direct speech or narrative contexts."
288,"The token ""over"" in contexts describing overcoming fears or challenges."
289,"The token ""up"" indicating upward movement or positioning in physical space."
290,"Adjectives or nouns conveying distinct, sharp, or unusual qualities."
291,"The token ""Thank"" in expressions of gratitude, often part of dialogue or direct speech."
292,"Prepositions or locational nouns in contexts describing exploration, play, or outdoor settings."
293,"The token ""grandma"" in contexts describing family interactions or activities."
294,"Pronouns or proper nouns immediately following ""suddenly"" in a narrative context."
295,"The token ""bad"" describing negative emotional states or undesirable qualities."
296,"Pronouns or nouns following ""to"" in direct interaction or address contexts."
297,"The word ""rain"" in contexts describing precipitation or related weather events."
298,"Verbs indicating discovery or effort, such as ""finds"" and ""tries,"" often in narrative contexts."
299,Names of characters in concise story summaries.
300,"Intensifiers ""much"" and ""no"" emphasizing the extent of fun or absence in descriptions."
301,"Sentence-ending punctuation marks like ""?"" and ""."" often following direct speech or emotional statements."
302,"The word ""proud"" expressing positive sentiment and personal achievement or appreciation."
303,"The word ""named"" preceding a proper noun, typically introducing the name of a dog named Spot."
304,"The modal verb ""could"" expressing ability, possibility, or permission."
305,"The token ""Mia"" as a proper noun referring to a character in narrative contexts."
306,"The token ""dad"" in possessive constructions referring to a character's father."
307,Action verbs indicating physical or mental activities in narrative contexts.
308,"Pronouns or names following ""So"" in causal or narrative transitions."
309,"Adjectives describing positive character traits like ""generous,"" ""polite,"" or ""honest."""
310,"The token ""Let"" in direct speech suggesting an invitation or proposal."
311,"Adjectives describing size, quality, or emotion in storytelling contexts."
312,"The token ""ready"" in contexts of preparation or anticipation, often preceded by ""getting"" or ""are you."""
313,"The word ""grow"" in contexts of growth or animal growling."
314,"The token ""squirrel"" in narratives often involving animals, friendships, or adventures."
316,"Past-tense ""was"" or ""were"" describing the state or condition of an object or environment."
317,"The possessive pronoun ""my"" in contexts of personal narratives or emotional experiences."
318,"The token ""grass"" in contexts describing objects or actions within grassy outdoor environments."
319,"The pronoun ""She"" referring to a previously introduced female character."
320,"The phrase ""due to"" indicating a causal relationship or reason."
321,"Adverbs expressing intensity or permanence, often modifying verbs or adjectives in emotional or descriptive contexts."
322,"The token ""Fore"" in contexts related to foreshadowing in narrative or dialogue."
323,"The word ""please"" in polite requests followed by a question mark."
324,"The word ""hurt"" in contexts describing physical injury or pain."
325,"The word ""sleep"" following a verb indicating the act of going or preparing to sleep."
326,"The word ""wind"" in contexts describing strong or notable gusts."
327,"The pronoun ""I"" in direct speech or dialogue contexts."
328,"Familial or intimate nouns in storytelling contexts, often denoting close relationships or nighttime routines."
329,Words describing physical objects with a handle or knob for gripping or turning.
330,"The token ""lady"" referring to a kind or elderly woman in narrative contexts."
331,"Spatial prepositions ""front"" and ""side"" indicating positional relationships in a physical context."
332,"The token ""forest"" when describing a setting for walks or encounters."
333,Verbs implying interaction or manipulation of objects in playful or exploratory contexts.
334,"Tokens referencing narrative elements like moral values, foreshadowing, or endings in storytelling contexts."
335,"The token ""under"" describing a position beneath a tree often associated with resting or observing."
336,"The token ""Today"" at the beginning of a sentence describing a specific event or activity."
337,Proper nouns at the start of a story or referring to a character named Pet.
338,"The token ""of"" or ""the"" following ""all"" in phrases emphasizing entirety or inclusiveness."
339,"The token ""both"" used to describe shared actions or experiences between two entities."
340,"The verb ""go"" or ""went"" in a narrative summary about characters traveling or engaging in outdoor activities."
341,The comma following a clause describing a character's negative emotion or fear.
342,"The word ""to"" following ""leading"" and introducing a consequential or outcome-related phrase."
343,Full stops ending sentences in narrative contexts.
344,"The token ""to"" in phrases indicating purpose or intent following ""went to the park""."
345,"The singular or plural form of ""plant"" in contexts related to gardening or nature."
346,"The contraction ""didn't"" in negative statements."
347,"The token ""are"" linking subjects in sentences about relationships or shared activities."
348,"The adjective ""small"" describing a subject in a narrative context."
349,"The conjunction ""and"" linking two actions or observations involving an object or desire."
350,"Pronouns ""him"" or ""her"" following ""saw"" in sentences describing observation and subsequent action or inquiry."
351,Tokens describing coldness or icy conditions.
352,Tokens introducing or linking narrative elements in storytelling contexts.
353,"Frequent function words like articles, pronouns, or verbs in narrative contexts."
354,"The verb ""reached"" in contexts of physical effort or motion towards an object or goal."
355,"The verb ""went"" in contexts describing a named child going somewhere."
356,"The token ""ignorant"" often in contexts of judgment or moral evaluation."
357,"The token "","" following pairs of descriptive or contrasting words in narrative or dialogue contexts."
358,"The adjective ""special"" describing a unique or notable object or experience."
359,"The word ""or"" used in comparisons, choices, or alternatives within descriptive or narrative contexts."
360,"The token ""field"" describing a large open area, often preceded by adjectives like ""big"" or ""green""."
361,"The token ""com"" in the word ""comforts"" in contexts of emotional reassurance or support."
362,Sentence-ending periods in narrative contexts.
363,"The verb ""put"" indicating an action of placing or wearing something in various contexts."
364,"Tokens for specific fruits like apple, peach, and fruit in descriptive or narrative contexts."
365,"The verb ""be"" in contexts involving forming friendships or relationships."
366,"The preposition ""at"" introducing a specific location or event."
367,"The token ""every"" in repetitive time expressions describing habits or routines."
368,"Coordinating conjunctions ""but"" or commas in clauses contrasting descriptive attributes or experiences."
369,Concrete nouns paired with an action verb indicating movement or creation.
370,"The token ""puppy"" describing a young dog often found or interacted with in various scenarios."
371,"The phrase ""after a while"" in narrative contexts."
372,"The token ""will"" in first-person declarative statements expressing intent or future action."
373,"The verb ""draw"" when referring to artistic or creative activities."
374,"The token ""bag"" representing a physical container in various contexts."
375,"The phrase ""wakes up"" or ""wake up,"" indicating the act of becoming conscious or starting the day."
376,"The verb ""carry"" and its past tense ""carried"" describing the act of transporting objects or people."
377,"The token ""green"" describing objects or fields associated with nature or color."
378,"The token ""knew"" indicating awareness or understanding in narrative contexts."
379,Pronouns or indefinite pronouns referring to lack of companionship or searching for connection.
380,"The token ""full"" describing abundance or capacity in a specific location or container."
381,"The token ""happy"" following ""so"" in sentences expressing strong positive emotions."
382,"Adjectives describing positive or distinct qualities, often paired with ""and"" in expressive contexts."
383,"The verb ""told"" in the context of giving instructions or conveying information."
384,"The phrase ""scared of"" indicating fear towards something specific."
385,"The token ""school"" when preceded by ""at"" in contexts describing activities or experiences."
386,"Items being placed or worn, often containers or clothing."
387,"The token ""named"" introducing the name of a character."
388,"The word ""day"" following ""Every"" in repetitive daily activity descriptions."
389,"The verb ""do"" in contexts of action or decision-making."
390,"The article ""a"" before descriptions of friends, often paired with size or species adjectives."
391,"The token ""lost"" when describing the misplacement of a personal item or valued possession."
392,"The token ""elephant"" in contexts describing a specific named elephant, often with adjectives or story summaries."
393,"Descriptive nouns for sensory or physical phenomena, often unusual or unexpected."
394,"The definite article ""the"" preceding locations or places."
395,"The token ""moral"" in contexts discussing the lesson or value of a story."
396,"The verb ""have"" indicating possession, necessity, or shared experiences in narrative contexts."
397,Verbs indicating physical or emotional effort or action in dynamic or impactful contexts.
398,"The verb ""join"" used in contexts of participation or inclusion."
399,"The token ""sh"" in words related to cold, trembling, or shivering contexts."
400,"The token ""cream"" in the context of the phrase ""ice cream""."
401,"The token ""want"" in direct or rhetorical questions or statements expressing desire or intent."
402,"Exclamation marks in dialogue, often following expressions of surprise or excitement."
403,Determiners and adjectives emphasizing size or quantity in simple narrative contexts.
404,Verbs describing actions or communication initiated by a mother figure.
405,"The word ""all"" used to emphasize extent or entirety in various contexts."
406,"The token ""named"" introducing a character's name or identity."
407,"The token ""butterfly"" in contexts where it is observed or chased."
408,"Prepositions ""in"" and ""the"" in contexts describing aquatic environments."
409,"Words related to objects used for capturing or interacting, e.g., ""camera,"" ""magnet,"" ""quiz."""
410,"The verb ""paint"" describing an action or intention to create or decorate."
411,"The conjunction ""and"" following ""picked it up,"" indicating a subsequent action."
412,"The interjection ""Oh"" at the start of exclamatory dialogue."
413,"Tokens ""song"" or ""songs"" in contexts involving singing, often with positive or joyful sentiment."
414,"The token ""town"" in the context of a small setting in a narrative introduction."
415,Nouns representing playground equipment or items used in cooking and desserts.
416,"The preposition ""for"" following verbs related to requesting or asking."
417,"The pronoun ""her"" referring to possession, especially of toys or personal items."
418,"The token ""mom"" referring to Lily's mother in narrative contexts."
419,"The token ""bird"" referring to a specific or anthropomorphized bird in narrative or descriptive contexts."
421,"Proper nouns, primarily male names, in narrative contexts."
422,"The verb ""followed"" in the past tense, often linked to pursuing sounds, objects, or people."
423,"Tokens indicating time in storytelling, especially ""time"" in the phrase ""Once upon a time""."
424,"Verbs expressing action, ability, or state in simple, declarative sentences."
425,"The auxiliary verb ""did"" in negative declarative sentences."
426,"Verbs or conjunctions in lively, playful, or exploratory contexts."
427,"The verb ""roll"" in contexts involving physical movement or playful actions."
428,"Tokens referring to shiny or valuable coins, often in contexts of discovery or happiness."
429,"The token ""front"" in the phrase ""in front of"" indicating spatial positioning."
430,Proper nouns and names directly associated with characters or entities in a narrative context.
431,Question marks within direct speech or dialogue contexts.
432,"The token ""advises"" when used in dialogue or narrative context suggesting guidance or recommendations."
433,"The token ""Value"" following ""Moral"" in structured text."
434,"The possessive ""own"" emphasizing personal ownership or individuality."
435,"The contraction ""’s"" indicating possession or ""is"" in direct dialogue."
436,"The verb ""sat"" describing a person sitting in a specific location or context."
437,"The word ""dream"" in contexts of imagination or sleep-related scenarios."
438,"Possessive pronouns ""his"" or ""her"" preceding references to objects in personal or private spaces."
439,"First-person singular pronoun ""I"" in dialogue within quotation marks."
440,"Tokens connecting elements in fantastical or heroic narratives, often articles, conjunctions, or verbs."
441,Tokens tied to personal names or traits in storytelling contexts conveying distinct identity or characterization.
442,"The token ""twins"" in sentences describing pairs of individuals engaging in activities or relationships."
443,"The word ""bug"" in contexts describing its discovery or presence nearby."
444,Dialogue or twist-related contexts emphasizing emotional or narrative tension.
445,"The token ""each"" preceding references to mutual interaction or individual items."
446,"Connective words like ""day"", ""but"", ""and"", often introducing or transitioning narrative events."
447,"The word ""oven"" in contexts related to baking or cooking."
448,"The word ""going"" when used in the context of future intentions or plans."
